parent,run_id,task,stratum,n_children,n_artifact,n_stdout,parent_available,n_certified,certificate_passed,override_active,policy,low_wall_s,full_runtime_s,cost_ratio,selected,selected_n,top1,raw_regret,normalized_regret,rank,selected_final_improves_parent
chaii-hindi-and-tamil-question-answering__3b40dae9dd094d9e87f2b339a3290b56,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,hard,3,0,0,True,0,False,False,stdout_only,360.4,1355.3276376724243,0.265913562139804,chaii-hindi-and-tamil-question-answering__4f53d7ec0a9a4cf493e0b830f2ea81f1|chaii-hindi-and-tamil-question-answering__5d0ed2ed05c0444d9cb5b339be9fdc76|chaii-hindi-and-tamil-question-answering__b2ad93da8c144c78b743ca04be0b9076,3,0.3333333333333333,0.04712666666666665,0.3376077560474723,2,0.3333333333333333
chaii-hindi-and-tamil-question-answering__3b40dae9dd094d9e87f2b339a3290b56,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,hard,3,0,0,True,0,False,False,artifact_score_then_stdout,360.4,1355.3276376724243,0.265913562139804,chaii-hindi-and-tamil-question-answering__4f53d7ec0a9a4cf493e0b830f2ea81f1|chaii-hindi-and-tamil-question-answering__5d0ed2ed05c0444d9cb5b339be9fdc76|chaii-hindi-and-tamil-question-answering__b2ad93da8c144c78b743ca04be0b9076,3,0.3333333333333333,0.04712666666666665,0.3376077560474723,2,0.3333333333333333
chaii-hindi-and-tamil-question-answering__3b40dae9dd094d9e87f2b339a3290b56,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,hard,3,0,0,True,0,False,False,parent_certified_override,360.4,1355.3276376724243,0.265913562139804,chaii-hindi-and-tamil-question-answering__4f53d7ec0a9a4cf493e0b830f2ea81f1|chaii-hindi-and-tamil-question-answering__5d0ed2ed05c0444d9cb5b339be9fdc76|chaii-hindi-and-tamil-question-answering__b2ad93da8c144c78b743ca04be0b9076,3,0.3333333333333333,0.04712666666666665,0.3376077560474723,2,0.3333333333333333
chaii-hindi-and-tamil-question-answering__3b40dae9dd094d9e87f2b339a3290b56,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,hard,3,0,0,True,0,False,False,full_oracle,360.4,1355.3276376724243,0.265913562139804,chaii-hindi-and-tamil-question-answering__5d0ed2ed05c0444d9cb5b339be9fdc76,1,1.0,0.0,0.0,1,1
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,random,136.4,6553.884172439575,0.0208120858427114,chaii-hindi-and-tamil-question-answering__4246a977cac14f43b5383deb5a257697|chaii-hindi-and-tamil-question-answering__57ce82f9247a4cc8b626b575d3f2c979|chaii-hindi-and-tamil-question-answering__ce99d23bb4de4bd4bfe832f8937daca3,3,0.3333333333333333,0.010610000000000008,0.5310310310310316,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,stdout_only,136.4,6553.884172439575,0.0208120858427114,chaii-hindi-and-tamil-question-answering__4246a977cac14f43b5383deb5a257697|chaii-hindi-and-tamil-question-answering__57ce82f9247a4cc8b626b575d3f2c979|chaii-hindi-and-tamil-question-answering__ce99d23bb4de4bd4bfe832f8937daca3,3,0.3333333333333333,0.010610000000000008,0.5310310310310316,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,artifact_score_then_stdout,136.4,6553.884172439575,0.0208120858427114,chaii-hindi-and-tamil-question-answering__4246a977cac14f43b5383deb5a257697|chaii-hindi-and-tamil-question-answering__57ce82f9247a4cc8b626b575d3f2c979|chaii-hindi-and-tamil-question-answering__ce99d23bb4de4bd4bfe832f8937daca3,3,0.3333333333333333,0.010610000000000008,0.5310310310310316,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,parent_certified_override,136.4,6553.884172439575,0.0208120858427114,chaii-hindi-and-tamil-question-answering__4246a977cac14f43b5383deb5a257697|chaii-hindi-and-tamil-question-answering__57ce82f9247a4cc8b626b575d3f2c979|chaii-hindi-and-tamil-question-answering__ce99d23bb4de4bd4bfe832f8937daca3,3,0.3333333333333333,0.010610000000000008,0.5310310310310316,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,full_oracle,136.4,6553.884172439575,0.0208120858427114,chaii-hindi-and-tamil-question-answering__ce99d23bb4de4bd4bfe832f8937daca3,1,1.0,0.0,0.0,1,1
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,random,175.8,1590.8876776695251,0.11050434450377264,chaii-hindi-and-tamil-question-answering__9cc47ce945ac482dada73aa89c86ea95|chaii-hindi-and-tamil-question-answering__a483163f252d42fc98190cbfa2abfacc|chaii-hindi-and-tamil-question-answering__adf3351945ce4702bf8966e662ab3dcf,3,0.3333333333333333,0.01686333333333334,0.426056931109989,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,stdout_only,175.8,1590.8876776695251,0.11050434450377264,chaii-hindi-and-tamil-question-answering__9cc47ce945ac482dada73aa89c86ea95|chaii-hindi-and-tamil-question-answering__a483163f252d42fc98190cbfa2abfacc|chaii-hindi-and-tamil-question-answering__adf3351945ce4702bf8966e662ab3dcf,3,0.3333333333333333,0.01686333333333334,0.426056931109989,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,artifact_score_then_stdout,175.8,1590.8876776695251,0.11050434450377264,chaii-hindi-and-tamil-question-answering__9cc47ce945ac482dada73aa89c86ea95|chaii-hindi-and-tamil-question-answering__a483163f252d42fc98190cbfa2abfacc|chaii-hindi-and-tamil-question-answering__adf3351945ce4702bf8966e662ab3dcf,3,0.3333333333333333,0.01686333333333334,0.426056931109989,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,parent_certified_override,175.8,1590.8876776695251,0.11050434450377264,chaii-hindi-and-tamil-question-answering__9cc47ce945ac482dada73aa89c86ea95|chaii-hindi-and-tamil-question-answering__a483163f252d42fc98190cbfa2abfacc|chaii-hindi-and-tamil-question-answering__adf3351945ce4702bf8966e662ab3dcf,3,0.3333333333333333,0.01686333333333334,0.426056931109989,2,0.6666666666666666
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,3,0,0,True,0,False,False,full_oracle,175.8,1590.8876776695251,0.11050434450377264,chaii-hindi-and-tamil-question-answering__9cc47ce945ac482dada73aa89c86ea95,1,1.0,0.0,0.0,1,1
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,2,2,2,False,0,False,False,random,81.3,130.7270479425788,0.6219064935644429,chaii-hindi-and-tamil-question-answering__463ad7dc1f7b4afe96a64bcfaba5d002|chaii-hindi-and-tamil-question-answering__f51b404ae74e4e72a4517e0733b4e1f6,2,0.5,0.00369,0.5,1.5,
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,2,2,2,False,0,False,False,stdout_only,81.3,130.7270479425788,0.6219064935644429,chaii-hindi-and-tamil-question-answering__463ad7dc1f7b4afe96a64bcfaba5d002,1,0.0,0.00738,1.0,2,
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,2,2,2,False,0,False,False,artifact_score_then_stdout,81.3,130.7270479425788,0.6219064935644429,chaii-hindi-and-tamil-question-answering__f51b404ae74e4e72a4517e0733b4e1f6,1,1.0,0.0,0.0,1,
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,2,2,2,False,0,False,False,parent_certified_override,81.3,130.7270479425788,0.6219064935644429,chaii-hindi-and-tamil-question-answering__463ad7dc1f7b4afe96a64bcfaba5d002,1,0.0,0.00738,1.0,2,
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,2,2,2,False,0,False,False,full_oracle,81.3,130.7270479425788,0.6219064935644429,chaii-hindi-and-tamil-question-answering__f51b404ae74e4e72a4517e0733b4e1f6,1,1.0,0.0,0.0,1,
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,2,0,0,True,0,False,False,random,129.4,879.9492094516754,0.1470539419890306,chaii-hindi-and-tamil-question-answering__79675e23561e437885211692d32c5024|chaii-hindi-and-tamil-question-answering__859755a3dccf447cbe49d1ab8a718158,2,0.5,0.0173350000000001,0.5000000000000016,1.5,0.5
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,2,0,0,True,0,False,False,stdout_only,129.4,879.9492094516754,0.1470539419890306,chaii-hindi-and-tamil-question-answering__79675e23561e437885211692d32c5024|chaii-hindi-and-tamil-question-answering__859755a3dccf447cbe49d1ab8a718158,2,0.5,0.0173350000000001,0.5000000000000016,1.5,0.5
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,2,0,0,True,0,False,False,artifact_score_then_stdout,129.4,879.9492094516754,0.1470539419890306,chaii-hindi-and-tamil-question-answering__79675e23561e437885211692d32c5024|chaii-hindi-and-tamil-question-answering__859755a3dccf447cbe49d1ab8a718158,2,0.5,0.0173350000000001,0.5000000000000016,1.5,0.5
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,2,0,0,True,0,False,False,parent_certified_override,129.4,879.9492094516754,0.1470539419890306,chaii-hindi-and-tamil-question-answering__79675e23561e437885211692d32c5024|chaii-hindi-and-tamil-question-answering__859755a3dccf447cbe49d1ab8a718158,2,0.5,0.0173350000000001,0.5000000000000016,1.5,0.5
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,2,0,0,True,0,False,False,full_oracle,129.4,879.9492094516754,0.1470539419890306,chaii-hindi-and-tamil-question-answering__859755a3dccf447cbe49d1ab8a718158,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,True,0,False,False,random,240.4,7910.258288726211,0.030390916607947027,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63|denoising-dirty-documents__823936b3bbff49418a2f507faded41af,2,0.5,0.032529999999999996,0.5,1.5,0.5
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,True,0,False,False,stdout_only,240.4,7910.258288726211,0.030390916607947027,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,True,0,False,False,artifact_score_then_stdout,240.4,7910.258288726211,0.030390916607947027,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,True,0,False,False,parent_certified_override,240.4,7910.258288726211,0.030390916607947027,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,2,0,2,True,0,False,False,full_oracle,240.4,7910.258288726211,0.030390916607947027,denoising-dirty-documents__13f0395b31ec47c6a4f8116b12e3ce63,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,True,0,False,False,random,240.3,5440.142480649054,0.044171637205231845,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8|denoising-dirty-documents__ec6f4762e28d40baaf94ee6b6664a820,2,0.5,0.08098999999999998,0.4999999999999999,1.5,0.5
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,True,0,False,False,stdout_only,240.3,5440.142480649054,0.044171637205231845,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,True,0,False,False,artifact_score_then_stdout,240.3,5440.142480649054,0.044171637205231845,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,True,0,False,False,parent_certified_override,240.3,5440.142480649054,0.044171637205231845,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,2,0,2,True,0,False,False,full_oracle,240.3,5440.142480649054,0.044171637205231845,denoising-dirty-documents__3f15dea796044d05a16fd6e273d740d8,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,random,240.3,10472.243616238236,0.022946372220313076,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67|denoising-dirty-documents__b866c25ad23841308fad35ae81f27a90,2,0.5,0.001899999999999999,0.5,1.5,0.5
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,stdout_only,240.3,10472.243616238236,0.022946372220313076,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,artifact_score_then_stdout,240.3,10472.243616238236,0.022946372220313076,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,parent_certified_override,240.3,10472.243616238236,0.022946372220313076,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,2,True,0,False,False,full_oracle,240.3,10472.243616238236,0.022946372220313076,denoising-dirty-documents__3ad8b9e4925d4292bdca3ed8183feb67,1,1.0,0.0,0.0,1,1
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,0,True,0,False,False,random,3.5,964.5409694686532,0.0036286690879787946,denoising-dirty-documents__2777b9434e904072953a89a92373797d|denoising-dirty-documents__63efdaf0641947afad86fb6012c1752d,2,0.5,0.40197000000000005,0.5000000000000001,1.5,0
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,0,True,0,False,False,stdout_only,3.5,964.5409694686532,0.0036286690879787946,denoising-dirty-documents__2777b9434e904072953a89a92373797d|denoising-dirty-documents__63efdaf0641947afad86fb6012c1752d,2,0.5,0.40197000000000005,0.5000000000000001,1.5,0
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,0,True,0,False,False,artifact_score_then_stdout,3.5,964.5409694686532,0.0036286690879787946,denoising-dirty-documents__2777b9434e904072953a89a92373797d|denoising-dirty-documents__63efdaf0641947afad86fb6012c1752d,2,0.5,0.40197000000000005,0.5000000000000001,1.5,0
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,0,True,0,False,False,parent_certified_override,3.5,964.5409694686532,0.0036286690879787946,denoising-dirty-documents__2777b9434e904072953a89a92373797d|denoising-dirty-documents__63efdaf0641947afad86fb6012c1752d,2,0.5,0.40197000000000005,0.5000000000000001,1.5,0
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,2,0,0,True,0,False,False,full_oracle,3.5,964.5409694686532,0.0036286690879787946,denoising-dirty-documents__2777b9434e904072953a89a92373797d,1,1.0,0.0,0.0,1,0
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,1,False,0,False,False,random,240.3,3548.303095214069,0.06772251229724859,denoising-dirty-documents__5549e4182535479794bbe510d212e280|denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,2,0.5,0.0024399999999999995,0.49999999999999983,1.5,
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,1,False,0,False,False,stdout_only,240.3,3548.303095214069,0.06772251229724859,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,0.0,1,
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,1,False,0,False,False,artifact_score_then_stdout,240.3,3548.303095214069,0.06772251229724859,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,0.0,1,
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,1,False,0,False,False,parent_certified_override,240.3,3548.303095214069,0.06772251229724859,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,0.0,1,
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,2,0,1,False,0,False,False,full_oracle,240.3,3548.303095214069,0.06772251229724859,denoising-dirty-documents__9ae54f31fa5043d6bf6288f9b2b031c2,1,1.0,0.0,0.0,1,
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,True,0,False,False,random,240.2,5915.726876862347,0.040603632486731725,denoising-dirty-documents__9b6a53da44cf4a7c909704e35cc9a7b0|denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,2,0.5,0.06892999999999999,0.4999999999999999,1.5,0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,True,0,False,False,stdout_only,240.2,5915.726876862347,0.040603632486731725,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,0.0,1,0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,True,0,False,False,artifact_score_then_stdout,240.2,5915.726876862347,0.040603632486731725,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,0.0,1,0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,True,0,False,False,parent_certified_override,240.2,5915.726876862347,0.040603632486731725,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,0.0,1,0
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,2,0,2,True,0,False,False,full_oracle,240.2,5915.726876862347,0.040603632486731725,denoising-dirty-documents__d900b645d2f84cf2b3f0f905f2e0f5bc,1,1.0,0.0,0.0,1,0
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,False,0,False,False,random,240.2,5896.142553918064,0.040738499417790355,denoising-dirty-documents__676afd4f1b2048cfa3bb87a9501c0de8|denoising-dirty-documents__9122d7821f0d4e59b227733c2554700b,2,0.5,0.0009650000000000006,0.5,1.5,
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,2,0,2,False,0,False,False,stdout_only,240.2,5896.142553918064,0.040738499417790355,denoising-dirty-documents__676afd4f1b2048cfa3bb87a9501c0de8,1,0.0,0.0019300000000000012,1.0,2,
