parent,run_id,task,stratum,policy,n_children,n_artifact,n_silent,accepted_early,n_escalated,endpoint_identity,deployed_available,deployed_utility,full_final_best_utility,deployed_delta_to_full_final,deployed_matches_or_beats_full,deployed_strictly_beats_full,deployed_strictly_loses_full,low_wall_s,all_full_runtime_s,restart_cost_s,continuation_cost_s
chaii-hindi-and-tamil-question-answering__3b40dae9dd094d9e87f2b339a3290b56,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,hard,conformal_a10,3,0,3,0,3,1.0,1,0.68914,0.68914,0.0,1.0,0.0,0.0,360.4,1355.3276376724243,1715.7276376724244,1355.7276376724244
chaii-hindi-and-tamil-question-answering__3b40dae9dd094d9e87f2b339a3290b56,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,hard,conformal_a20,3,0,3,0,3,1.0,1,0.68914,0.68914,0.0,1.0,0.0,0.0,360.4,1355.3276376724243,1715.7276376724244,1355.7276376724244
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,artifact_only,3,0,3,0,0,0.3333333333333333,0,nan,0.58188,nan,0.0,0.0,1.0,136.4,6553.884172439575,136.4,136.4
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,all_escalate,3,0,3,0,3,1.0,1,0.58188,0.58188,0.0,1.0,0.0,0.0,136.4,6553.884172439575,6690.284172439575,6330.284172439575
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,full_external,3,0,3,0,3,1.0,1,0.58188,0.58188,0.0,1.0,0.0,0.0,136.4,6553.884172439575,6553.884172439575,6553.884172439575
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,conformal_a05,3,0,3,0,3,1.0,1,0.58188,0.58188,0.0,1.0,0.0,0.0,136.4,6553.884172439575,6690.284172439575,6330.284172439575
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,conformal_a10,3,0,3,0,3,1.0,1,0.58188,0.58188,0.0,1.0,0.0,0.0,136.4,6553.884172439575,6690.284172439575,6330.284172439575
chaii-hindi-and-tamil-question-answering__c31a1c3b91a14ef5afef98719da1d101,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,conformal_a20,3,0,3,0,3,1.0,1,0.58188,0.58188,0.0,1.0,0.0,0.0,136.4,6553.884172439575,6690.284172439575,6330.284172439575
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,artifact_only,3,0,3,0,0,0.3333333333333333,0,nan,0.57336,nan,0.0,0.0,1.0,175.8,1590.8876776695251,175.8,175.8
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,all_escalate,3,0,3,0,3,1.0,1,0.57336,0.57336,0.0,1.0,0.0,0.0,175.8,1590.8876776695251,1766.687677669525,1406.687677669525
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,full_external,3,0,3,0,3,1.0,1,0.57336,0.57336,0.0,1.0,0.0,0.0,175.8,1590.8876776695251,1590.8876776695251,1590.8876776695251
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,conformal_a05,3,0,3,0,3,1.0,1,0.57336,0.57336,0.0,1.0,0.0,0.0,175.8,1590.8876776695251,1766.687677669525,1406.687677669525
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,conformal_a10,3,0,3,0,3,1.0,1,0.57336,0.57336,0.0,1.0,0.0,0.0,175.8,1590.8876776695251,1766.687677669525,1406.687677669525
chaii-hindi-and-tamil-question-answering__cbe405cf5c2e48e8ab6dbb29f814b88e,cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,easy,conformal_a20,3,0,3,0,3,1.0,1,0.57336,0.57336,0.0,1.0,0.0,0.0,175.8,1590.8876776695251,1766.687677669525,1406.687677669525
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,artifact_only,2,2,0,1,0,1.0,1,0.00738,0.00738,0.0,1.0,0.0,0.0,81.3,130.7270479425788,81.3,81.3
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,all_escalate,2,2,0,0,0,1.0,1,0.00738,0.00738,0.0,1.0,0.0,0.0,81.3,130.7270479425788,81.3,81.3
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,full_external,2,2,0,0,2,1.0,1,0.00738,0.00738,0.0,1.0,0.0,0.0,81.3,130.7270479425788,130.7270479425788,130.7270479425788
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,conformal_a05,2,2,0,0,0,1.0,1,0.00738,0.00738,0.0,1.0,0.0,0.0,81.3,130.7270479425788,81.3,81.3
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,conformal_a10,2,2,0,0,0,1.0,1,0.00738,0.00738,0.0,1.0,0.0,0.0,81.3,130.7270479425788,81.3,81.3
chaii-hindi-and-tamil-question-answering__e43679e8e9bf4481a179b114ac9c8c5e,cards_ours_20260727.jsonl:173,chaii-hindi-and-tamil-question-answering,hard,conformal_a20,2,2,0,0,0,1.0,1,0.00738,0.00738,0.0,1.0,0.0,0.0,81.3,130.7270479425788,81.3,81.3
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,artifact_only,2,0,2,0,0,0.5,0,nan,0.58586,nan,0.0,0.0,1.0,129.4,879.9492094516754,129.4,129.4
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,all_escalate,2,0,2,0,2,1.0,1,0.58586,0.58586,0.0,1.0,0.0,0.0,129.4,879.9492094516754,1009.3492094516754,769.3492094516754
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,full_external,2,0,2,0,2,1.0,1,0.58586,0.58586,0.0,1.0,0.0,0.0,129.4,879.9492094516754,879.9492094516754,879.9492094516754
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,conformal_a05,2,0,2,0,2,1.0,1,0.58586,0.58586,0.0,1.0,0.0,0.0,129.4,879.9492094516754,1009.3492094516754,769.3492094516754
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,conformal_a10,2,0,2,0,2,1.0,1,0.58586,0.58586,0.0,1.0,0.0,0.0,129.4,879.9492094516754,1009.3492094516754,769.3492094516754
chaii-hindi-and-tamil-question-answering__f05efa5bb9ac4788b908cb07e0fb4d7b,cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,easy,conformal_a20,2,0,2,0,2,1.0,1,0.58586,0.58586,0.0,1.0,0.0,0.0,129.4,879.9492094516754,1009.3492094516754,769.3492094516754
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,artifact_only,2,0,2,0,0,0.5,0,nan,-0.01467,nan,0.0,0.0,1.0,240.4,7910.258288726211,240.4,240.4
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,all_escalate,2,0,2,0,2,1.0,1,-0.01467,-0.01467,0.0,1.0,0.0,0.0,240.4,7910.258288726211,8150.65828872621,7910.65828872621
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,full_external,2,0,2,0,2,1.0,1,-0.01467,-0.01467,0.0,1.0,0.0,0.0,240.4,7910.258288726211,7910.258288726211,7910.258288726211
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,conformal_a05,2,0,2,0,2,1.0,1,-0.01467,-0.01467,0.0,1.0,0.0,0.0,240.4,7910.258288726211,8150.65828872621,7910.65828872621
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,conformal_a10,2,0,2,0,2,1.0,1,-0.01467,-0.01467,0.0,1.0,0.0,0.0,240.4,7910.258288726211,8150.65828872621,7910.65828872621
denoising-dirty-documents__033f1f41cef04bd590777cae52380df8,cards_senior_0731.jsonl:13,denoising-dirty-documents,easy,conformal_a20,2,0,2,0,2,1.0,1,-0.01467,-0.01467,0.0,1.0,0.0,0.0,240.4,7910.258288726211,8150.65828872621,7910.65828872621
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,artifact_only,2,0,2,0,0,0.5,0,nan,-0.04866,nan,0.0,0.0,1.0,240.3,5440.142480649054,240.3,240.3
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,all_escalate,2,0,2,0,2,1.0,1,-0.04866,-0.04866,0.0,1.0,0.0,0.0,240.3,5440.142480649054,5680.442480649054,5440.442480649054
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,full_external,2,0,2,0,2,1.0,1,-0.04866,-0.04866,0.0,1.0,0.0,0.0,240.3,5440.142480649054,5440.142480649054,5440.142480649054
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,conformal_a05,2,0,2,0,2,1.0,1,-0.04866,-0.04866,0.0,1.0,0.0,0.0,240.3,5440.142480649054,5680.442480649054,5440.442480649054
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,conformal_a10,2,0,2,0,2,1.0,1,-0.04866,-0.04866,0.0,1.0,0.0,0.0,240.3,5440.142480649054,5680.442480649054,5440.442480649054
denoising-dirty-documents__4cb4122fb9814bf884cdafecf62298e9,cards_senior_0804.jsonl:23,denoising-dirty-documents,easy,conformal_a20,2,0,2,0,2,1.0,1,-0.04866,-0.04866,0.0,1.0,0.0,0.0,240.3,5440.142480649054,5680.442480649054,5440.442480649054
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,artifact_only,2,0,2,0,0,0.5,0,nan,-0.01199,nan,0.0,0.0,1.0,240.3,10472.243616238236,240.3,240.3
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,all_escalate,2,0,2,0,2,1.0,1,-0.01199,-0.01199,0.0,1.0,0.0,0.0,240.3,10472.243616238236,10712.543616238236,10472.543616238236
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,full_external,2,0,2,0,2,1.0,1,-0.01199,-0.01199,0.0,1.0,0.0,0.0,240.3,10472.243616238236,10472.243616238236,10472.243616238236
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a05,2,0,2,0,2,1.0,1,-0.01199,-0.01199,0.0,1.0,0.0,0.0,240.3,10472.243616238236,10712.543616238236,10472.543616238236
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a10,2,0,2,0,2,1.0,1,-0.01199,-0.01199,0.0,1.0,0.0,0.0,240.3,10472.243616238236,10712.543616238236,10472.543616238236
denoising-dirty-documents__6dd95edcab0e45559bb741b08b038a76,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a20,2,0,2,0,2,1.0,1,-0.01199,-0.01199,0.0,1.0,0.0,0.0,240.3,10472.243616238236,10712.543616238236,10472.543616238236
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,artifact_only,2,0,2,0,0,0.5,0,nan,-0.12557,nan,0.0,0.0,1.0,3.5,964.5409694686532,3.5,3.5
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,all_escalate,2,0,2,0,2,1.0,1,-0.12557,-0.12557,0.0,1.0,0.0,0.0,3.5,964.5409694686532,968.0409694686532,728.0409694686532
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,full_external,2,0,2,0,2,1.0,1,-0.12557,-0.12557,0.0,1.0,0.0,0.0,3.5,964.5409694686532,964.5409694686532,964.5409694686532
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,conformal_a05,2,0,2,0,2,1.0,1,-0.12557,-0.12557,0.0,1.0,0.0,0.0,3.5,964.5409694686532,968.0409694686532,728.0409694686532
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,conformal_a10,2,0,2,0,2,1.0,1,-0.12557,-0.12557,0.0,1.0,0.0,0.0,3.5,964.5409694686532,968.0409694686532,728.0409694686532
denoising-dirty-documents__ced9b66826334e169b3a6f5ed4e19ef7,cards_senior_0727.jsonl:11,denoising-dirty-documents,easy,conformal_a20,2,0,2,0,2,1.0,1,-0.12557,-0.12557,0.0,1.0,0.0,0.0,3.5,964.5409694686532,968.0409694686532,728.0409694686532
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,artifact_only,2,0,2,0,0,0.5,0,nan,-0.01561,nan,0.0,0.0,1.0,240.3,3548.303095214069,240.3,240.3
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,all_escalate,2,0,2,0,2,1.0,1,-0.01561,-0.01561,0.0,1.0,0.0,0.0,240.3,3548.303095214069,3788.603095214069,3548.603095214069
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,full_external,2,0,2,0,2,1.0,1,-0.01561,-0.01561,0.0,1.0,0.0,0.0,240.3,3548.303095214069,3548.303095214069,3548.303095214069
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a05,2,0,2,0,2,1.0,1,-0.01561,-0.01561,0.0,1.0,0.0,0.0,240.3,3548.303095214069,3788.603095214069,3548.603095214069
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a10,2,0,2,0,2,1.0,1,-0.01561,-0.01561,0.0,1.0,0.0,0.0,240.3,3548.303095214069,3788.603095214069,3548.603095214069
denoising-dirty-documents__dee39489ceb240ffabbd9e9f3e2deb47,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a20,2,0,2,0,2,1.0,1,-0.01561,-0.01561,0.0,1.0,0.0,0.0,240.3,3548.303095214069,3788.603095214069,3548.603095214069
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,artifact_only,2,0,2,0,0,0.5,0,nan,-0.04931,nan,0.0,0.0,1.0,240.2,5915.726876862347,240.2,240.2
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,all_escalate,2,0,2,0,2,1.0,1,-0.04931,-0.04931,0.0,1.0,0.0,0.0,240.2,5915.726876862347,6155.926876862347,5915.926876862347
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,full_external,2,0,2,0,2,1.0,1,-0.04931,-0.04931,0.0,1.0,0.0,0.0,240.2,5915.726876862347,5915.726876862347,5915.726876862347
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,conformal_a05,2,0,2,0,2,1.0,1,-0.04931,-0.04931,0.0,1.0,0.0,0.0,240.2,5915.726876862347,6155.926876862347,5915.926876862347
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,conformal_a10,2,0,2,0,2,1.0,1,-0.04931,-0.04931,0.0,1.0,0.0,0.0,240.2,5915.726876862347,6155.926876862347,5915.926876862347
denoising-dirty-documents__e8ac693c1f134f9fbede2c6e3b7605cf,cards_senior_0804.jsonl:24,denoising-dirty-documents,easy,conformal_a20,2,0,2,0,2,1.0,1,-0.04931,-0.04931,0.0,1.0,0.0,0.0,240.2,5915.726876862347,6155.926876862347,5915.926876862347
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,artifact_only,2,0,2,0,0,0.5,0,nan,-0.01728,nan,0.0,0.0,1.0,240.2,5896.142553918064,240.2,240.2
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,all_escalate,2,0,2,0,2,1.0,1,-0.01728,-0.01728,0.0,1.0,0.0,0.0,240.2,5896.142553918064,6136.3425539180635,5896.3425539180635
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,full_external,2,0,2,0,2,1.0,1,-0.01728,-0.01728,0.0,1.0,0.0,0.0,240.2,5896.142553918064,5896.142553918064,5896.142553918064
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,conformal_a05,2,0,2,0,2,1.0,1,-0.01728,-0.01728,0.0,1.0,0.0,0.0,240.2,5896.142553918064,6136.3425539180635,5896.3425539180635
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,conformal_a10,2,0,2,0,2,1.0,1,-0.01728,-0.01728,0.0,1.0,0.0,0.0,240.2,5896.142553918064,6136.3425539180635,5896.3425539180635
denoising-dirty-documents__ec447d8baa434d0faf493d69c4e88a48,cards_senior_0727.jsonl:16,denoising-dirty-documents,hard,conformal_a20,2,0,2,0,2,1.0,1,-0.01728,-0.01728,0.0,1.0,0.0,0.0,240.2,5896.142553918064,6136.3425539180635,5896.3425539180635
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,artifact_only,2,0,2,0,0,0.5,0,nan,-0.01314,nan,0.0,0.0,1.0,240.2,7291.400309048593,240.2,240.2
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,all_escalate,2,0,2,0,2,1.0,1,-0.01314,-0.01314,0.0,1.0,0.0,0.0,240.2,7291.400309048593,7531.600309048593,7291.600309048593
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,full_external,2,0,2,0,2,1.0,1,-0.01314,-0.01314,0.0,1.0,0.0,0.0,240.2,7291.400309048593,7291.400309048593,7291.400309048593
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a05,2,0,2,0,2,1.0,1,-0.01314,-0.01314,0.0,1.0,0.0,0.0,240.2,7291.400309048593,7531.600309048593,7291.600309048593
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a10,2,0,2,0,2,1.0,1,-0.01314,-0.01314,0.0,1.0,0.0,0.0,240.2,7291.400309048593,7531.600309048593,7291.600309048593
denoising-dirty-documents__fa4eee2f776a44efb0fe1e4e15339553,cards_senior_0731.jsonl:13,denoising-dirty-documents,hard,conformal_a20,2,0,2,0,2,1.0,1,-0.01314,-0.01314,0.0,1.0,0.0,0.0,240.2,7291.400309048593,7531.600309048593,7291.600309048593
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,artifact_only,2,0,2,0,0,0.5,0,nan,0.40648,nan,0.0,0.0,1.0,240.3,2106.5476160738617,240.3,240.3
google-quest-challenge__09e3c19539104671ae6c7ac3d25ba513,cards_senior_0806.jsonl:8,google-quest-challenge,easy,all_escalate,2,0,2,0,2,1.0,1,0.40648,0.40648,0.0,1.0,0.0,0.0,240.3,2106.5476160738617,2346.847616073862,2106.847616073862
