run,stratum,arm,seed,node,code_sha256,originally_executed
58d3914785a2cfe1,spooky-author-identification/7200/qwen,forets-1,2,0a528eaed9514ff9bd242506f70552d3,6cdd9882b4b94b715aafc0a8a431d215f33f0ad21589af01d3394cd36a70da6d,False
58d3914785a2cfe1,spooky-author-identification/7200/qwen,forets-1,2,2f3e6dfcb8e44046955a4d739823c778,f373a41ff5e4f07faaae7ce7e3d0cfe69c6e97fbfb6717257fa47ff70782a2df,False
58d3914785a2cfe1,spooky-author-identification/7200/qwen,forets-1,2,87174b313139424e81402d79a64b53d1,26c65de3fd654d092560cb2097f7d6548ed17336854fcf06e359f202a873d8fa,True
58d3914785a2cfe1,spooky-author-identification/7200/qwen,forets-1,2,069d763a2d2547488ffc21ac39308f3a,29fc3380f37a38ace20fb209db79037d3cedd37fddb0b8a550426faa4000e5e6,False
ddbcf032862f7a29,spooky-author-identification/7200/qwen,forets-1,4,82d1f03b8b474975a0c2617c5ee979f7,ed7ed459ac0d7a2e7f4514f4184824edd8c30c50bda507a89d8cc975ea0529cf,True
ddbcf032862f7a29,spooky-author-identification/7200/qwen,forets-1,4,ff8e308bbc084adc9ba378c70a83c213,c92a0b64cbe8a68224743970746b310cc695e74a73568ec20dd9d8d3ee2356cc,False
ddbcf032862f7a29,spooky-author-identification/7200/qwen,forets-1,4,cce18d659351485c8eeb94f03e81be13,9c3a40b6ee266de0468b28e3cb5d10bf50b3b2c6e16991004b3d455d9f57ed6d,False
ddbcf032862f7a29,spooky-author-identification/7200/qwen,forets-1,4,da5e1341d41f41bb9c37aef58d6b43c6,c77d3a4ccd760e8a18a0aee8dc112a17188225de53d9e8f74e566c96f65a12b6,False
ddbcf032862f7a29,spooky-author-identification/7200/qwen,forets-1,4,d5aad7c56dbf4b9e8441bbceb171932c,43f166e50d1ebd4817b888547d8436890f5287c4142bbbd1e5731bf4249a267b,False
ddbcf032862f7a29,spooky-author-identification/7200/qwen,forets-1,4,f9d19075b48d46b49d80e37e6ad95cac,753c6542db8850188a0e54a56b0bb81018062cd1e6d87d0dfd58084ae8057ae9,True
3277c81be72a1c30,spooky-author-identification/7200/qwen,forets-1,1,e4ecc3bf9f19482781c40c8a8f9b25a8,33cda1f377275936a54e7191947af1063f1e45aa712b20be976c65ca5cbc8ba5,False
3277c81be72a1c30,spooky-author-identification/7200/qwen,forets-1,1,1368c211e847436fb32301b125c39a76,2daa7a5e7ab42cf0ace5ad035484bdee19f54ee37774386656691a9ce74cd2e7,False
3277c81be72a1c30,spooky-author-identification/7200/qwen,forets-1,1,e9292e0a154f41adb7e6c2a6c6bdbe1d,c2d57e68d325a012b02b56c3b25a1ad59c95a6db8ecedb140bd1771410857641,True
3277c81be72a1c30,spooky-author-identification/7200/qwen,forets-1,1,bc14d75cae454970ae588d066500a351,bc36d982619920bfd97225e293464ef942011b386a745403c5ed404318ec1848,False
3277c81be72a1c30,spooky-author-identification/7200/qwen,forets-1,1,abd782484bc6453aa688f4420309535b,01edc95c44c3402bfa664bb584d9f8968c5378e43e9f9ba159824bccbd713a67,True
3277c81be72a1c30,spooky-author-identification/7200/qwen,forets-1,1,76eb6d81ae5046d4ad48027b9a5a1e41,cbead0dea29f12b62ec30ed844e872b14435bb2204c36dba67313e7518448b8e,False
a6072b4db8c338ca,spooky-author-identification/7200/qwen,forets-1,5,0bdab95325664487a548186ee58866cf,cb6478275d38a6a9389ab2a93777eac435cfb61ef9aacb1c8c77a7553bdc7e20,False
a6072b4db8c338ca,spooky-author-identification/7200/qwen,forets-1,5,bc2f8f575b274472a9b246e59e422007,b8968e36a65afb67efe2eef57bfd1e2d5b5067a1ad425481765948b5bb24d77d,False
a6072b4db8c338ca,spooky-author-identification/7200/qwen,forets-1,5,3a147ecc220c43f2a071d18ebcc963af,32cfa008389c3581ec5e8de1ec0d3e74bbb04d27c3581ff3e94395ef938b6e92,False
a6072b4db8c338ca,spooky-author-identification/7200/qwen,forets-1,5,befb9ead1c6643b69385a093a7ee3037,e00e325d9c2b106cf39b03118642219bd1f9502f99569fb3b324a7c59a175197,False
a6072b4db8c338ca,spooky-author-identification/7200/qwen,forets-1,5,3a80feb2deb84b1cba4cf8568967c5cb,98143fc14b1110fc9cb6e9a9ad867f6b73b4aaf056d035eeeb72570274baa5a3,True
a6072b4db8c338ca,spooky-author-identification/7200/qwen,forets-1,5,594bb016b73b4caa843f6a2f10c40b9d,e424b7282670e23847fbbd1fdda85091c2b3db5239258fdb20753855ea78ccb5,True
4d46a9e0202e9b41,spooky-author-identification/7200/qwen,forets-2,11,44e50ed88bf34e52966e54cbc04cb470,01b64ce5b1784d25b9992e24a73ac76ebc7a3adc65d5317ab3b3cfae58193a10,False
4d46a9e0202e9b41,spooky-author-identification/7200/qwen,forets-2,11,22f7ce816baf408991231d01125223d3,910efe9c8f2427da872fc55c58fae299ddfff54ecf8a03be0dd0e65623e92565,False
4d46a9e0202e9b41,spooky-author-identification/7200/qwen,forets-2,11,9257631a783d46f89e21e495f13bf150,72cdc1dc581053718f89f17ad349887058bf0ed8012c3548a0ff9dbb833b2f21,False
4d46a9e0202e9b41,spooky-author-identification/7200/qwen,forets-2,11,cfdc5c1faff74e11967f49a4b87275bb,a2e6db5dfb16a2cfb0af4897e72654964a19f56ea2a7fabdf4eceba67665dae6,True
4d46a9e0202e9b41,spooky-author-identification/7200/qwen,forets-2,11,68af271c9ef249e79539543c8840c79e,7f6151ea8469fb8e83fd630e18a264bbd3752e63feec54b0b725dac42927d55e,True
4d46a9e0202e9b41,spooky-author-identification/7200/qwen,forets-2,11,a4fe56d2b5e34e4d9f22968a6a882c5c,0a7afc9a56a2b1e6bbb4dedb258fa173e74a8d8a5da20dfbb51755a4ca55e519,False
0cb301ad08da9727,spooky-author-identification/7200/qwen,forets-2,12,d85fa95e4cbd444791d00f646dbc9cea,8612da14ca905baa26bf4047aa0b4e3c78bee5a7b962c7f62c4a116e867a85aa,False
0cb301ad08da9727,spooky-author-identification/7200/qwen,forets-2,12,1943c96bc7e547b8978a99ef5808dd68,e6eb1d8282811640f5d6ca2474f3d7f2c3a4d41550ec2038cb472a71f369a31d,False
0cb301ad08da9727,spooky-author-identification/7200/qwen,forets-2,12,d2c5e1e0acc14683bc8c8a376e1adfcf,18f8aea7db3f558be5f55a89eef698d368babed07d5c21715dd4cb992d420c0a,False
0cb301ad08da9727,spooky-author-identification/7200/qwen,forets-2,12,65a23c92f7874eb2b55644aa504765a9,8a585e7d3fee0287296f3b1283fdada685d3ad6bbb8d3b1b54aa51fb25fae0c5,True
0cb301ad08da9727,spooky-author-identification/7200/qwen,forets-2,12,a35fbb854a7d4f9b961e25f938cf85cc,60323f45d750f51cf7b8c08609af6d159663e70288bee22b41f3362f732d5074,False
0cb301ad08da9727,spooky-author-identification/7200/qwen,forets-2,12,b5ca5624d688454d890d3ba735f092a1,51cd5506dde7ca38c4a3d626ae68a4c46729b95d73383fa6698e95be2ef79e17,True
7edcb3de5325b2e8,spooky-author-identification/7200/qwen,forets-2,13,e32e78989ea943378e83a73fe138eea5,0d5a670727f8d4346875c7e2fb3932058f0d73f1496839f2adc8762bfb241f25,False
7edcb3de5325b2e8,spooky-author-identification/7200/qwen,forets-2,13,e33d0fc96f3a4fe09c5c94a9fd7b83cc,65c3ffe7ede139812f85327ed11ffe1c28878fc2464984da1589f8520f458cf3,True
7edcb3de5325b2e8,spooky-author-identification/7200/qwen,forets-2,13,89bd5d3b767a4f7db9ff804dceefdaf2,ece87cd731eabd731a679e0910f51b1baf5d44cb95efa8fa4e22ad3c9383e87c,False
7edcb3de5325b2e8,spooky-author-identification/7200/qwen,forets-2,13,2914989166a54784a1ce5d90723100c2,1264db82fa4822f490e4d08d1e5b62f4bdfc309cb3b2b96ab48b14dc276fefb5,False
7edcb3de5325b2e8,spooky-author-identification/7200/qwen,forets-2,13,2cc3858c6f2a4faa83771033704b9195,c82d84ea86c29ad3228c01af1d5e16810f850e5eb68085d86e3bfc3694b50a7a,False
7edcb3de5325b2e8,spooky-author-identification/7200/qwen,forets-2,13,cf3c3eaf1e4443108446fe4a5f991a10,069ba36aef64783903bc36f0661e4ce5a6ed0d5cbbd6d3611289f6331ef68b30,True
b84b91e419d4d831,spooky-author-identification/7200/qwen,forets-2,9,4273d5eb0eaa4a62b1c9b165922e6469,5f94843c9710c94c77becb39db45efc77b92059bb7c2eedaf54682565eae93d5,False
b84b91e419d4d831,spooky-author-identification/7200/qwen,forets-2,9,1051f9c42ffb4db8b216b63064de69ae,6ccc379d85d1d1c7d790a018783006c69dc5d61188ac5e6e1bccc29641d856cf,False
b84b91e419d4d831,spooky-author-identification/7200/qwen,forets-2,9,43f61488d6c54eaeab1d221524304677,1551825ff770fdcc952d2ab8a19ff2358c9a757868ed244ec0d93631a164338e,True
b84b91e419d4d831,spooky-author-identification/7200/qwen,forets-2,9,de9402af19e3414a9a863ac057b36c22,ac9f90fbcc3e2967bf46127dd5a3417ac8253d4cb5689c53f530c1db10ff4929,False
b84b91e419d4d831,spooky-author-identification/7200/qwen,forets-2,9,fc36aafa54484a7bb6cc3558dfc8d96e,b2e13804994d3844e4bfb19433844a3b748392f6dbf5d7b56c3dfc2a0f6e394a,True
b84b91e419d4d831,spooky-author-identification/7200/qwen,forets-2,9,b3f7db29d8aa4cbe87c6b9c27bea654a,a143509ee59c60738bb4a3077ea98478535fcefa9778b48ac7998b5f5454bf6a,False
b916b2861e14060c,spooky-author-identification/7200/qwen,forets-2,10,c7680a4be4fa4704961d94d069b782a9,9d020b870cfd9717a637de247e28868e5749c0ae6985b982e8e3e8428197c434,False
b916b2861e14060c,spooky-author-identification/7200/qwen,forets-2,10,db11ffa896c24a4bb764e70d89a341c1,4c4454739b4258e59c11bf5b11945d1136d982c7bb787b97034038196d6358fd,False
b916b2861e14060c,spooky-author-identification/7200/qwen,forets-2,10,984279535cc34842a7e6370e730ce6b8,9d78fbb6e72275757d0867a55f80cbc426f5094e6c99a904f080947545f52dcd,False
b916b2861e14060c,spooky-author-identification/7200/qwen,forets-2,10,62a9e9f79edb41f1b18439fd0a8b3475,536ec85789a1117b399dcc493559cf74a2e612e04de9c48f1a2d080efd9058a5,True
b916b2861e14060c,spooky-author-identification/7200/qwen,forets-2,10,1c1c33bd078c4162b99109b347f32cff,6d76897849ec12a1c9c14e93581722219fd3960120893d9845fb766fbd37799f,False
b916b2861e14060c,spooky-author-identification/7200/qwen,forets-2,10,a38770936e604d0da5d7c2152ba884b7,164750fd285382a15940bf6c96adff248e11651e9f3ece5c3a0db00b2cdac022,True
00b3c850f50017f5,AI4Code/7200/qwen,forets,3,35c0c714012948509d5947ea476c64ed,76dc1c1dba0ee0778b74d5d397e48fbbf4d8b92c5fa8b320226cad0e7780612b,False
00b3c850f50017f5,AI4Code/7200/qwen,forets,3,fea256f320b24fa0b99db1d3be1e4516,fd0c37a3eddf606b1a22b1a498fd07647a289edb6f7a11be6187aadc37b9c403,True
00b3c850f50017f5,AI4Code/7200/qwen,forets,3,7a29166a28e641a59a60ffbe3995eb8a,c1074d679a2ebb1724eda05da931eb7c65a5c9c3f55b06dde58a57aa69d7eb7b,False
00b3c850f50017f5,AI4Code/7200/qwen,forets,3,62c0a5ca02d7426a9f0986b7f0262d36,b1655da38a1582081bf4833cc98ead591e059a01562d85ffb605f2b484b1e02f,False
00b3c850f50017f5,AI4Code/7200/qwen,forets,3,581467a039244414826cf956d82186bb,695eb0faad2390418d092dfd08a1d3e58e8a504f4cf673571764c4c999dfec68,True
00b3c850f50017f5,AI4Code/7200/qwen,forets,3,9f4797d10d26409b9f0168ddb275040a,3ea27acc5805432a086879bc2d081601bdffea482fa91597655144a6ee130ceb,False
46f0b562dbc0a74e,AI4Code/7200/qwen,forets,1,31f8d2fb3cf2430b8931d41b57358225,73a108f2400dd70e5d27cb8c8347fc5b0946fe39cc1d5775846c4dca8e507bcf,True
46f0b562dbc0a74e,AI4Code/7200/qwen,forets,1,a82308b8f4c9485fab284e2904412434,88a16d026752643fde35880ea9d2173a0efb5eda736ed62647e21ea2d70a2b40,False
46f0b562dbc0a74e,AI4Code/7200/qwen,forets,1,c5d43d4569e24c16bf31a22d8e356b3d,ab8a26cb1c374722c7948dc778b601d04905243dfb1807c7b210597d59c36b69,False
46f0b562dbc0a74e,AI4Code/7200/qwen,forets,1,54ec3a35b7b940cb9f092baa96774a65,a1af70a22d1c5b1e73f5842b9a7aa40cd33089de07957bd62ad1e6579f5b9d86,True
46f0b562dbc0a74e,AI4Code/7200/qwen,forets,1,a160c44f804845a0ba0d6858a0d88cd8,a499a1a71ab7add64068475c0d3b803958e27a8bc0eab93b3d3849a5354f2068,False
46f0b562dbc0a74e,AI4Code/7200/qwen,forets,1,0d9f77bf75b04030a5a2e9c8601c2cd4,160efd83951ac692a8f7f95f42775d1aad3ec1a07627c870bbb91b75e8de5e67,False
8b601e5efea310e7,leaf-classification/7200/qwen,forets,1,c11a2b77d5d14a9d9702fb6b31359327,47466aea4a889943fa27df0af58e653fba3b5cff93f82b74cc3e914a6551efa9,False
8b601e5efea310e7,leaf-classification/7200/qwen,forets,1,c4ae6e85ce3245bb89cbde1218b7e3bf,c8c7c304144736d2670fa207b9ae3f7540acc9be708b13d2fee8a012347ecd45,True
8b601e5efea310e7,leaf-classification/7200/qwen,forets,1,b80bf773fd0e49b7abebaa177cdcc9a9,14dbaf26f6fbd058b7f56d93fd5be6c9d61de45a5672595a2d2b7adee3606843,False
8b601e5efea310e7,leaf-classification/7200/qwen,forets,1,993581de014f44f7aa5acb44fdeb13db,5e411e522ba8341e2f93a13323cb35ceff998b37cee57bf65019e25c9b2c7f7c,True
